question,gold answers,predicted answer,correct,system
Which US city was named after a British Prime Minister?,"['pittsburgh, pennsylvania, u.s.a.', 'pitsburgh', 'pittsbrugh', 'east end (pittsburgh)', 'pittsburgh pennsylvania usa', 'pittsburgh, pennsylvania, us', 'pittsburgh, pennsylvania, usa', 'pittsburgh, pennsylvania', 'da burgh', 'pittsburgh pa', 'smoky city', 'pittsburg pennsylvania', 'pittsburgh, pennsylvania, u.s.', 'fort du quesne', 'un locode uspit', 'pittsburg, pennsylvania', 'un/locode:uspit', 'pittsburgh, united states of america', 'pittsburgh pennsylvania u s', 'st justin s high school', 'pittsburgh (pgh)', 'pittsburgh pennsylvania us', 'pittsburgh (pa.)', 'east end pittsburgh', 'pittsburgh, pennsylvania.', 'pittsburgh allegheny county pennsylvania', 'pittsburgh frick 6–8 middle school', 'the pittsburgh style of literature', 'climate of pittsburgh, pennsylvania', 'pittsburgh frick 6-8 middle school', 'pittsburgh, pa', 'pittsburgh pennsyvania', 'the burgh', 'pittsburgh pennsylvania', 'pittsburgh (pa)', 'the city of bridges', 'city of pittsburgh', 'pittsburgh, allegheny county, pennsylvania', 'pittsburgh pgh', 'steel city', 'city of bridges', 'pittsburgh usa', 'glenwood, pennsylvania', 'pittsburgh', 'pittsburgh, pa.', 'burgh', 'pittsburgh frick 6 8 middle school', 'climate of pittsburgh pennsylvania', 'pittsburgh style', 'pittsburg, pa', 'pittsburgh united states of america', 'pittsburg pa', ""st. justin's high school"", 'glenwood pennsylvania', 'pittsburgh, usa', 'education in pittsburgh', 'the steel city', 'pittsburgh style of literature', 'frick international studies academy middle school']",New York,No,['verbalized-GLM-4.6V-Flash']
Which US city was named after a British Prime Minister?,"['pittsburgh, allegheny county, pennsylvania', 'pittsburgh style', 'pittsburgh, usa', 'pittsburgh style of literature', 'education in pittsburgh', 'pittsburgh pennsyvania', 'pittsburgh, pennsylvania', 'pittsburgh allegheny county pennsylvania', 'steel city', 'climate of pittsburgh pennsylvania', 'frick international studies academy middle school', 'pittsburgh, pa', 'pittsburgh, united states of america', 'city of pittsburgh', 'pittsburgh pennsylvania usa', 'glenwood, pennsylvania', 'pitsburgh', 'the pittsburgh style of literature', 'un locode uspit', 'pittsburgh pgh', 'pittsburgh, pennsylvania, usa', 'pittsburgh', 'fort du quesne', 'pittsburgh frick 6-8 middle school', 'pittsburgh pennsylvania u s', 'st justin s high school', 'pittsburgh pennsylvania', 'east end pittsburgh', 'un/locode:uspit', 'the burgh', ""st. justin's high school"", 'the steel city', 'glenwood pennsylvania', 'smoky city', 'pittsburgh, pennsylvania.', 'city of bridges', 'pittsburgh, pennsylvania, u.s.', 'pittsburgh (pa)', 'pittsburgh (pgh)', 'the city of bridges', 'da burgh', 'pittsburgh united states of america', 'pittsburgh (pa.)', 'pittsburgh, pa.', 'pittsbrugh', 'burgh', 'pittsburg pa', 'pittsburgh pa', 'pittsburg, pa', 'pittsburg, pennsylvania', 'pittsburgh, pennsylvania, u.s.a.', 'pittsburgh usa', 'pittsburg pennsylvania', 'pittsburgh, pennsylvania, us', 'pittsburgh frick 6–8 middle school', 'climate of pittsburgh, pennsylvania', 'pittsburgh pennsylvania us', 'east end (pittsburgh)', 'pittsburgh frick 6 8 middle school']",Washington,No,"['is_true-Qwen3.5-4B', 'is_true-gemini-2.5-flash-lite', 'label_prob-Qwen3.5-4B', 'label_prob-gemini-2.5-flash-lite', 'verbalized-Qwen3.5-4B', 'verbalized-gemini-2.5-flash-lite']"
Which US city was named after a British Prime Minister?,"['pitsburgh', 'pittsburgh, pennsylvania, usa', 'pittsburgh (pgh)', 'glenwood, pennsylvania', 'pittsburgh, pennsylvania', 'pittsburgh pennsylvania', 'pittsburgh style', 'climate of pittsburgh, pennsylvania', 'pittsburg pennsylvania', 'pittsburgh, pennsylvania, us', 'education in pittsburgh', 'pittsburg, pennsylvania', 'pittsburgh, pa', 'pittsburgh pennsylvania usa', 'pittsburgh frick 6-8 middle school', 'pittsburgh pennsylvania u s', 'pittsburgh allegheny county pennsylvania', 'da burgh', 'steel city', 'pittsburgh, pennsylvania, u.s.', 'the steel city', 'pittsburgh usa', 'pittsburgh, united states of america', 'the pittsburgh style of literature', 'pittsburgh (pa.)', 'frick international studies academy middle school', 'city of bridges', 'smoky city', 'pittsburgh (pa)', 'pittsburgh frick 6–8 middle school', 'the burgh', 'pittsburgh, pennsylvania.', 'the city of bridges', 'climate of pittsburgh pennsylvania', 'pittsburgh, allegheny county, pennsylvania', 'fort du quesne', ""st. justin's high school"", 'un locode uspit', 'east end pittsburgh', 'pittsburgh united states of america', 'pittsburgh pa', 'pittsburg pa', 'st justin s high school', 'pittsbrugh', 'glenwood pennsylvania', 'city of pittsburgh', 'pittsburgh, usa', 'pittsburgh pgh', 'un/locode:uspit', 'burgh', 'pittsburgh style of literature', 'pittsburgh pennsyvania', 'pittsburg, pa', 'pittsburgh frick 6 8 middle school', 'pittsburgh', 'east end (pittsburgh)', 'pittsburgh pennsylvania us', 'pittsburgh, pennsylvania, u.s.a.', 'pittsburgh, pa.']","**Baltimore, Maryland** (after Lord Baltimore, George Calvert, 1st Baron Baltimore, who was a key advisor to King James I, though not a PM).",No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"""The songs """"Don't Rain on My Parade"""" and """"People"""" are from which musical?""","['funny girl disambiguation', 'funny girl (disambiguation)', 'funny girl']","""A Chorus Line""",No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
"""The songs """"Don't Rain on My Parade"""" and """"People"""" are from which musical?""","['funny girl', 'funny girl (disambiguation)', 'funny girl disambiguation']",Fiddler on the Roof,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B', 'verbalized-Ministral-3-8B-Instruct-2512']"
"""The songs """"Don't Rain on My Parade"""" and """"People"""" are from which musical?""","['funny girl (disambiguation)', 'funny girl disambiguation', 'funny girl']",Follies,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"""The songs """"Don't Rain on My Parade"""" and """"People"""" are from which musical?""","['funny girl disambiguation', 'funny girl', 'funny girl (disambiguation)']",A Chorus Line,No,['verbalized-Qwen3.5-4B']
Rapidly boiling a liquid to make it thicker and more concentrated is called what?,"['reductively', 'reducibility', 'reductions (disambiguation)', 'reductions disambiguation', 'reduced', 'reduction (linguistics)', 'reductional', 'reduce', 'reducible', 'reductivenesses', 'reductiveness', 'reductivity', 'reductionality', 'reductionally', 'reduction', 'reduces', 'reducing', 'reduction disambiguation', 'reduction linguistics', 'reductive', 'reductivities', 'reduction (disambiguation)']",evaporation,No,['verbalized-GLM-4.6V-Flash']
Rapidly boiling a liquid to make it thicker and more concentrated is called what?,"['reduction disambiguation', 'reductiveness', 'reductions disambiguation', 'reducible', 'reductively', 'reductivity', 'reductions (disambiguation)', 'reduces', 'reductionality', 'reduced', 'reduction (disambiguation)', 'reductivenesses', 'reductionally', 'reductivities', 'reducibility', 'reduction linguistics', 'reduction (linguistics)', 'reductional', 'reduction', 'reduce', 'reducing', 'reductive']",Evaporation,No,"['is_true-GLM-4.6V-Flash', 'is_true-gemini-2.5-flash-lite', 'label_prob-GLM-4.6V-Flash', 'label_prob-gemini-2.5-flash-lite', 'verbalized-gemini-2.5-flash-lite']"
Rapidly boiling a liquid to make it thicker and more concentrated is called what?,"['reductively', 'reduces', 'reductive', 'reduction linguistics', 'reductionally', 'reduce', 'reducing', 'reduction', 'reductions (disambiguation)', 'reductional', 'reduced', 'reduction disambiguation', 'reducibility', 'reductiveness', 'reduction (linguistics)', 'reducible', 'reductivenesses', 'reduction (disambiguation)', 'reductionality', 'reductivities', 'reductivity', 'reductions disambiguation']",Evaporation concentration** (or **forced evaporation**),No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Rapidly boiling a liquid to make it thicker and more concentrated is called what?,"['reductionality', 'reductions disambiguation', 'reductivenesses', 'reductivities', 'reductivity', 'reducing', 'reduction (linguistics)', 'reduced', 'reductive', 'reductively', 'reducible', 'reductiveness', 'reduce', 'reduction disambiguation', 'reductions (disambiguation)', 'reduction', 'reductionally', 'reducibility', 'reduces', 'reduction (disambiguation)', 'reductional', 'reduction linguistics']",Evaporation** (or **reducing** in cooking contexts),No,['verbalized-Ministral-3-8B-Instruct-2512']
What physics term refers to the largely prohibited selling method by which customers are said to have agreed to buy something unless they refuse unsolicited goods or services?,"['types of inertia', 'principle of inertia', 'galileo principle', 'inertias', 'inertia of rest', 'history of law of inertia', 'galileo s principle', 'the history of law of inertia', 'principle of inertia (physics)', 'inertia', ""galileo's principle"", 'principle of inertia physics']",Bundling,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
What physics term refers to the largely prohibited selling method by which customers are said to have agreed to buy something unless they refuse unsolicited goods or services?,"['inertias', 'history of law of inertia', 'inertia of rest', 'the history of law of inertia', 'principle of inertia', 'principle of inertia physics', 'principle of inertia (physics)', 'types of inertia', 'galileo principle', 'inertia', ""galileo's principle"", 'galileo s principle']",Bait-and-switch,No,['verbalized-Ministral-3-8B-Instruct-2512']
What physics term refers to the largely prohibited selling method by which customers are said to have agreed to buy something unless they refuse unsolicited goods or services?,"['inertia', 'the history of law of inertia', 'inertia of rest', 'galileo principle', 'principle of inertia physics', 'principle of inertia (physics)', ""galileo's principle"", 'principle of inertia', 'types of inertia', 'inertias', 'history of law of inertia', 'galileo s principle']","**""Bait and switch""** (but likely the term is **""implied consent""** or **""unilateral offer""** in strict legal contexts).",No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
What physics term refers to the largely prohibited selling method by which customers are said to have agreed to buy something unless they refuse unsolicited goods or services?,"['principle of inertia physics', ""galileo's principle"", 'galileo s principle', 'types of inertia', 'inertia of rest', 'galileo principle', 'history of law of inertia', 'inertias', 'inertia', 'principle of inertia', 'the history of law of inertia', 'principle of inertia (physics)']","""Shrinkage""",No,['verbalized-GLM-4.6V-Flash']
What physics term refers to the largely prohibited selling method by which customers are said to have agreed to buy something unless they refuse unsolicited goods or services?,"['history of law of inertia', 'principle of inertia physics', 'the history of law of inertia', 'inertia of rest', 'principle of inertia (physics)', ""galileo's principle"", 'inertias', 'types of inertia', 'galileo s principle', 'principle of inertia', 'inertia', 'galileo principle']","""Sham agreement""",No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
What physics term refers to the largely prohibited selling method by which customers are said to have agreed to buy something unless they refuse unsolicited goods or services?,"[""galileo's principle"", 'inertia of rest', 'principle of inertia', 'types of inertia', 'principle of inertia physics', 'galileo s principle', 'principle of inertia (physics)', 'inertias', 'inertia', 'history of law of inertia', 'galileo principle', 'the history of law of inertia']",Inertia selling,No,"['is_true-gemini-2.5-pro', 'label_prob-gemini-2.5-pro']"
What physics term refers to the largely prohibited selling method by which customers are said to have agreed to buy something unless they refuse unsolicited goods or services?,"['the history of law of inertia', 'principle of inertia (physics)', 'inertia of rest', 'galileo s principle', 'principle of inertia physics', 'galileo principle', 'inertias', 'principle of inertia', 'types of inertia', ""galileo's principle"", 'history of law of inertia', 'inertia']",Negative option,No,"['is_true-gemini-2.5-flash-lite', 'label_prob-gemini-2.5-flash-lite', 'verbalized-gemini-2.5-flash-lite']"
What physics term refers to the largely prohibited selling method by which customers are said to have agreed to buy something unless they refuse unsolicited goods or services?,"['principle of inertia physics', 'inertia', 'types of inertia', 'principle of inertia (physics)', 'galileo principle', 'inertia of rest', 'galileo s principle', 'history of law of inertia', 'the history of law of inertia', 'inertias', 'principle of inertia', ""galileo's principle""]",Negative option billing,No,"['is_true-gemini-2.5-flash', 'label_prob-gemini-2.5-flash', 'verbalized-gemini-2.5-flash', 'verbalized-gemini-2.5-pro']"
What physics term refers to the largely prohibited selling method by which customers are said to have agreed to buy something unless they refuse unsolicited goods or services?,"['galileo principle', 'types of inertia', 'the history of law of inertia', 'principle of inertia physics', 'inertias', 'principle of inertia', 'history of law of inertia', 'galileo s principle', 'inertia', ""galileo's principle"", 'inertia of rest', 'principle of inertia (physics)']",Unsolicited goods,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B', 'verbalized-Qwen3.5-4B']"
What physics term refers to the largely prohibited selling method by which customers are said to have agreed to buy something unless they refuse unsolicited goods or services?,"['inertia of rest', 'inertia', 'the history of law of inertia', 'principle of inertia', 'inertias', ""galileo's principle"", 'history of law of inertia', 'galileo s principle', 'galileo principle', 'principle of inertia (physics)', 'principle of inertia physics', 'types of inertia']",door-to-door,No,['verbalized-Qwen3.5-9B']
"Who directed the 1969 film ‘Women in Love’, starring Oliver Reed and Glenda Jackson?","['henry kenneth alfred %22ken%22 russell', 'ken russel', 'henry kenneth alfred 22ken 22 russell', 'ken russell', 'henry kenneth russell', 'henry kenneth alfred russell']",Tony Richardson,No,['verbalized-Qwen3.5-4B']
Where was the first annual G6 leaders summit (which later became the G8) held in 1975?,"['ranska', 'république française', 'republique francaise', 'republique française', 'la république française', 'people of france', 'republic of france', 'la république francaise', 'la republique française', 'climate of france', 'la france', 'etymology of france', 'la republique francaise', 'france (country)', 'frakkland', 'le france', 'franciaorszag', 'république francaise', 'french republic', 'belle france', 'france', 'rain in france', 'the republic of france', 'fracne', 'franse', 'france country', 'iso 3166-1:fr', 'the french republic', 'iso 3166 1 fr', 'franciaország', 'frankreich']","Rambouillet, France",No,"['is_true-Ministral-3-8B-Instruct-2512', 'is_true-gemini-2.5-flash', 'is_true-gemini-2.5-pro', 'label_prob-Ministral-3-8B-Instruct-2512', 'label_prob-gemini-2.5-flash', 'label_prob-gemini-2.5-pro', 'verbalized-gemini-2.5-pro']"
Where was the first annual G6 leaders summit (which later became the G8) held in 1975?,"['franse', 'republic of france', 'le france', 'république française', 'franciaorszag', 'fracne', 'people of france', 'france country', 'republique francaise', 'etymology of france', 'la république francaise', 'la france', 'la republique française', 'republique française', 'iso 3166 1 fr', 'ranska', 'frakkland', 'la republique francaise', 'frankreich', 'the republic of france', 'france', 'iso 3166-1:fr', 'climate of france', 'france (country)', 'la république française', 'the french republic', 'rain in france', 'french republic', 'belle france', 'république francaise', 'franciaország']",Rambouillet,No,['verbalized-Qwen3.5-9B']
Where was the first annual G6 leaders summit (which later became the G8) held in 1975?,"['the republic of france', 'france (country)', 'république française', 'belle france', 'climate of france', 'people of france', 'france country', 'fracne', 'frakkland', 'république francaise', 'france', 'franciaország', 'franciaorszag', 'la république francaise', 'republique française', 'the french republic', 'ranska', 'la france', 'la republique française', 'franse', 'iso 3166-1:fr', 'la république française', 'iso 3166 1 fr', 'etymology of france', 'le france', 'french republic', 'republic of france', 'republique francaise', 'la republique francaise', 'frankreich', 'rain in france']","The first annual G6 leaders summit (which later became the G8) was held in 1975 in Paris, France.",Yes,['verbalized-Qwen3.5-4B']
