question,gold answers,predicted answer,correct,system
"What was the name of Matilda’s teacher, who adopted her at the end of the book?","['bruce bogtrotter', 'matilda (book)', 'mrs wormwood matilda', 'matilda novel', 'matilda children s literature', 'mr wormwood', 'zinnia wormwood', 'chokey', 'lavender character', 'harry wormwood', 'matilda character', 'lavender (character)', 'matilda roald dahl book', 'lavender brown (matilda character)', 'mr. wormwood', 'the chokey', ""matilda (children's literature)"", 'matilda (roald dahl book)', 'miss honey', 'lavender matilda character', 'lavender brown matilda', 'matilda (character)', 'matilda book', 'michael wormwood', 'lavender brown (matilda)', 'lavender (matilda character)', 'mrs. wormwood (matilda)', 'agatha trunchbull', 'matilda (novel)', 'jennifer honey', 'lavender brown matilda character']","Trunchbull** (but the adoptive teacher was **Miss Honey**). Wait, no—**Miss Honey** was the kind teacher who later became Matilda’s guardian after the Trunchbull was exposed.",No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"What was the name of Matilda’s teacher, who adopted her at the end of the book?","['matilda book', 'the chokey', 'chokey', 'bruce bogtrotter', 'lavender character', 'matilda character', 'lavender brown (matilda character)', 'matilda novel', 'matilda (roald dahl book)', 'harry wormwood', 'matilda (novel)', 'matilda (book)', 'matilda (character)', 'michael wormwood', 'miss honey', ""matilda (children's literature)"", 'lavender (character)', 'lavender brown matilda', 'agatha trunchbull', 'lavender matilda character', 'matilda roald dahl book', 'jennifer honey', 'zinnia wormwood', 'mr wormwood', 'matilda children s literature', 'mr. wormwood', 'lavender brown (matilda)', 'lavender brown matilda character', 'mrs wormwood matilda', 'lavender (matilda character)', 'mrs. wormwood (matilda)']",Miss Minchin,No,['verbalized-Qwen3.5-4B']
"What was the name of Matilda’s teacher, who adopted her at the end of the book?","['miss honey', ""matilda (children's literature)"", 'lavender (matilda character)', 'lavender brown (matilda character)', 'lavender brown matilda', 'the chokey', 'matilda novel', 'lavender brown matilda character', 'mrs wormwood matilda', 'matilda (book)', 'matilda (roald dahl book)', 'chokey', 'lavender brown (matilda)', 'matilda (character)', 'harry wormwood', 'michael wormwood', 'matilda children s literature', 'lavender (character)', 'mr. wormwood', 'mr wormwood', 'matilda book', 'agatha trunchbull', 'lavender character', 'matilda character', 'matilda roald dahl book', 'matilda (novel)', 'zinnia wormwood', 'lavender matilda character', 'mrs. wormwood (matilda)', 'bruce bogtrotter', 'jennifer honey']",Matilda,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
Operation Felix was the codename for a proposed German invasion of which British Overseas Territory during World War II?,"['gibralter', 'capital of gibraltar', 'gibraltar/military', 'gebel-al-tarik', 'flora of gibraltar', 'cebelitarık', 'iso 3166 1 gi', 'gilbratar', 'jabal tariq', 'gibraltar gibraltar', 'conscription in gibraltar', 'wildlife of gibraltar', 'jabal al-tāriq', 'gibraltar geography', 'fauna of gibraltar', 'gibraltor', 'gibraltar military', 'gibralta', 'gibraltar history', 'europe/gibraltar', 'iso 3166-1:gi', 'army of gibraltar', 'health in gibraltar', 'gibraltar/history', 'military of gibraltar', 'jabal al tariq', 'gilbraltar', 'europe gibraltar', 'جبل طارق', 'gibraltar/geography', 'protestantism in gibraltar', 'air force of gibraltar', 'gibraltar', 'girbraltar', 'gibilterra', 'list of cities in gibraltar', 'gibraltar, gibraltar', 'gibraltar transnational issues', 'gibraltar/transnational issues', 'geography of gibraltar', 'list of towns in gibraltar', 'weather in gibraltar', 'gebel al tarik', 'gibraltar 300', 'jabal al-tariq', 'name of gibraltar', 'jabal al tāriq', 'the weather in gibraltar', 'gibraltar east']",Cyprus,No,['verbalized-Qwen3.5-4B']
The Italian cheese called dolcelatte translates into English as what?,"['cows’ milk', 'milk (drink)', 'milk (beverage)', 'reduced fat milk', 'benefits of drinking milk', 'low fat milk', 'milker', 'walrus milk', 'gyunyu', 'whole milk', 'cow milk', 'milk', 'milk beverage', 'food milk', 'milk solids', 'mammal milk', 'milk drink', 'cow s milk', 'cows milk', 'milk proteins', 'lowfat milk', 'milk protein', 'homogenized milk', 'bovine milk', 'dairy milk', 'low-fat milk', 'homo milk', 'dudh', 'liquid milk', 'milk jugs', 'sterilized milk', 'milk jug', 'cow’s milk', ""cow's milk"", 'sweet milk', 'reduced-fat milk', 'breakfast milk']","""Sweet Milk""",No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
The Italian cheese called dolcelatte translates into English as what?,"['homo milk', 'whole milk', 'cows’ milk', 'reduced-fat milk', 'milk proteins', 'dudh', 'lowfat milk', 'gyunyu', 'milk beverage', 'milk jugs', 'milk drink', 'low-fat milk', 'dairy milk', 'milk jug', 'milk (drink)', 'benefits of drinking milk', 'bovine milk', 'food milk', 'milk solids', 'milker', 'walrus milk', 'milk', 'homogenized milk', 'milk protein', 'cow milk', 'cows milk', 'milk (beverage)', 'liquid milk', 'low fat milk', 'reduced fat milk', 'sterilized milk', ""cow's milk"", 'cow’s milk', 'cow s milk', 'mammal milk', 'breakfast milk', 'sweet milk']","""Sweet milk""",Yes,['verbalized-Ministral-3-8B-Instruct-2512']
"Which character from a comic strip had the real name Marmaduke, Earl of Bunkerton?","['big fat joe', 'lord snooty third', 'lord snooty and his pals', 'contrary mary', 'lord snooty the third', 'lord snooty s giant poisoned electric head', 'doubting thomas (beano)', ""lord snooty's giant poisoned electric head"", 'swanky lanky liz', 'lord snooty', 'doubting thomas beano']",Dennis the Menace,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"Which character from a comic strip had the real name Marmaduke, Earl of Bunkerton?","['lord snooty s giant poisoned electric head', 'lord snooty third', 'doubting thomas beano', 'lord snooty the third', 'swanky lanky liz', 'big fat joe', 'doubting thomas (beano)', 'lord snooty', ""lord snooty's giant poisoned electric head"", 'contrary mary', 'lord snooty and his pals']",The Dandy.,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
"Which character from a comic strip had the real name Marmaduke, Earl of Bunkerton?","['lord snooty and his pals', 'lord snooty', 'big fat joe', 'doubting thomas (beano)', 'contrary mary', 'swanky lanky liz', 'doubting thomas beano', 'lord snooty the third', 'lord snooty s giant poisoned electric head', 'lord snooty third', ""lord snooty's giant poisoned electric head""]","Marmaduke (from the comic strip ""Marmaduke"")",No,['verbalized-GLM-4.6V-Flash']
"Which character from a comic strip had the real name Marmaduke, Earl of Bunkerton?","['doubting thomas (beano)', 'swanky lanky liz', ""lord snooty's giant poisoned electric head"", 'lord snooty s giant poisoned electric head', 'lord snooty the third', 'lord snooty and his pals', 'contrary mary', 'doubting thomas beano', 'big fat joe', 'lord snooty third', 'lord snooty']",Marmaduke,No,"['is_true-Qwen3.5-4B', 'is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-4B', 'label_prob-Qwen3.5-9B', 'verbalized-Qwen3.5-4B', 'verbalized-Qwen3.5-9B']"
"Which character from a comic strip had the real name Marmaduke, Earl of Bunkerton?","['lord snooty s giant poisoned electric head', ""lord snooty's giant poisoned electric head"", 'doubting thomas (beano)', 'lord snooty', 'swanky lanky liz', 'lord snooty third', 'lord snooty the third', 'contrary mary', 'lord snooty and his pals', 'big fat joe', 'doubting thomas beano']","Marmaduke ""Marmaduke"" Paranoid Anderson",No,['verbalized-Ministral-3-8B-Instruct-2512']
Which duo are associated with the classic comedy routine “Who’s on First”?,"['abbot and costello', ""i'm a baaaad boy"", 'babbat', 'abbott and costello', 'bud; and costello, lou abbott', 'i m baaaad boy', 'abbott bud and costello lou', 'bud and costello lou abbott', 'abbott & costello', 'abbott and castella', 'abbott costello', 'aboott costello', 'abbott, bud; and costello, lou', 'aboott & costello']",Charlie Chaplin and Buster Keaton,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
Which duo are associated with the classic comedy routine “Who’s on First”?,"['abbott & costello', 'abbott, bud; and costello, lou', ""i'm a baaaad boy"", 'abbott bud and costello lou', 'abbot and costello', 'bud; and costello, lou abbott', 'abbott costello', 'bud and costello lou abbott', 'babbat', 'aboott & costello', 'i m baaaad boy', 'abbott and costello', 'aboott costello', 'abbott and castella']",Marx Brothers,No,['verbalized-Qwen3.5-4B']
Which duo are associated with the classic comedy routine “Who’s on First”?,"['aboott costello', 'babbat', 'aboott & costello', 'abbott and costello', 'abbott costello', ""i'm a baaaad boy"", 'abbott, bud; and costello, lou', 'abbott bud and costello lou', 'bud and costello lou abbott', 'abbott and castella', 'abbot and costello', 'abbott & costello', 'i m baaaad boy', 'bud; and costello, lou abbott']",Brothers **Abbott and Costello,No,['verbalized-Ministral-3-8B-Instruct-2512']
Which duo are associated with the classic comedy routine “Who’s on First”?,"['babbat', 'bud; and costello, lou abbott', 'abbott costello', 'i m baaaad boy', 'abbott & costello', 'abbott, bud; and costello, lou', 'aboott & costello', 'abbott and castella', 'aboott costello', 'abbot and costello', 'bud and costello lou abbott', ""i'm a baaaad boy"", 'abbott bud and costello lou', 'abbott and costello']",Groucho and Chico Marx,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"""Who was the female member of the 1980's pop music duo, """"Eurythmics""""?""","['annie lennox', 'annie lenox', 'ann lennox']",Sandra** **Cibber** (later **Sandra** **Tibbetts**).,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
What type of plant is a nardoo?,"['pteridologist', 'fern', 'polypodiophyte', 'filicinophyta', 'pterophyta', 'filices', 'monilophytes', 'filicology', 'fren', 'polypodiophyta', 'pteriodophytes', 'fern-brake', 'fern seed', 'fern brake', 'pteridology', 'monilophyta', 'filicophyta', 'pterophyte', 'pterydology', 'pterophytes', 'monilophyte', 'ferns', 'moniliformopses', 'filicinae', 'fernbrake']","Marsilea drummondii** (a type of fern, specifically a **water fern** or **bracken-like aquatic fern**)",No,['verbalized-Ministral-3-8B-Instruct-2512']
What type of plant is a nardoo?,"['fern', 'monilophytes', 'pterydology', 'pteridologist', 'moniliformopses', 'fern brake', 'fren', 'filicinophyta', 'pterophyta', 'polypodiophyte', 'polypodiophyta', 'pteriodophytes', 'fernbrake', 'monilophyte', 'filices', 'pteridology', 'fern seed', 'filicology', 'monilophyta', 'filicinae', 'pterophyte', 'fern-brake', 'pterophytes', 'filicophyta', 'ferns']","Nardoo is a type of plant, specifically the seeds of the Tasmanian pepperberry (Dryandra drummondii), which was used as food by Aboriginal people in Tasmania.",No,['verbalized-Qwen3.5-4B']
What type of plant is a nardoo?,"['polypodiophyta', 'polypodiophyte', 'filicophyta', 'fern-brake', 'fren', 'pterophyta', 'moniliformopses', 'pteridology', 'filicology', 'filicinophyta', 'pterophyte', 'pteriodophytes', 'fernbrake', 'fern seed', 'ferns', 'filices', 'pteridologist', 'fern brake', 'monilophytes', 'monilophyte', 'pterydology', 'fern', 'filicinae', 'monilophyta', 'pterophytes']",A nardoo is a type of plant.,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
What type of plant is a nardoo?,"['fernbrake', 'fern brake', 'monilophyte', 'pterophyta', 'filicinophyta', 'fern seed', 'pterydology', 'filices', 'pteridologist', 'monilophytes', 'pteridology', 'polypodiophyta', 'filicinae', 'filicology', 'filicophyta', 'ferns', 'fren', 'moniliformopses', 'polypodiophyte', 'pterophytes', 'monilophyta', 'fern-brake', 'pterophyte', 'pteriodophytes', 'fern']",A nardoo is a type of fern.,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
What type of plant is a nardoo?,"['pteridologist', 'ferns', 'monilophyta', 'filicinophyta', 'fern', 'fern-brake', 'pteridology', 'moniliformopses', 'filicology', 'filicinae', 'fernbrake', 'fren', 'pterophyte', 'pterophyta', 'filicophyta', 'fern brake', 'monilophyte', 'filices', 'pterophytes', 'pterydology', 'monilophytes', 'fern seed', 'pteriodophytes', 'polypodiophyte', 'polypodiophyta']","Marsilea drummondii** (a fern, specifically a water fern in the family Marsileaceae).",No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
In which part of the human body is the limbic system?,"['brainy', 'visual verbal ability', 'brain metabolism', 'vertebrate brain', 'mind myths', 'brain cell', 'brain functions', 'the brain', 'brain', 'brain function', 'encephalon', 'mammalian brain', 'brain marrow']",Brain (specifically the medial temporal lobe and surrounding regions),Yes,['verbalized-Ministral-3-8B-Instruct-2512']
In which part of the human body is the limbic system?,"['vertebrate brain', 'the brain', 'brain function', 'visual verbal ability', 'brain marrow', 'encephalon', 'mammalian brain', 'brain', 'brain cell', 'mind myths', 'brain functions', 'brainy', 'brain metabolism']","Brain** (specifically the central core, including structures like the hippocampus, amygdala, and thalamus).",No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
"To within a year either side, in which year was the complete English FA Cup Final first shown live on television?","['1938', 'one thousand, nine hundred and thirty-eight', 'one thousand nine hundred and thirty eight']",1937,No,"['is_true-GLM-4.6V-Flash', 'label_prob-GLM-4.6V-Flash']"
"To within a year either side, in which year was the complete English FA Cup Final first shown live on television?","['one thousand nine hundred and thirty eight', 'one thousand, nine hundred and thirty-eight', '1938']",1939,No,['verbalized-Qwen3.5-4B']
"To within a year either side, in which year was the complete English FA Cup Final first shown live on television?","['1938', 'one thousand, nine hundred and thirty-eight', 'one thousand nine hundred and thirty eight']",1953,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512', 'verbalized-Ministral-3-8B-Instruct-2512']"
"To within a year either side, in which year was the complete English FA Cup Final first shown live on television?","['one thousand, nine hundred and thirty-eight', 'one thousand nine hundred and thirty eight', '1938']",1954,No,['verbalized-GLM-4.6V-Flash']
"To within a year either side, in which year was the complete English FA Cup Final first shown live on television?","['one thousand nine hundred and thirty eight', 'one thousand, nine hundred and thirty-eight', '1938']",1964,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
Who was the author of 'The Overloaded Ark'?,"['gerald m durrell', 'gerald malcolm durrell', 'gerald m. durrell', 'gerald durrell', 'gerry durrell']",Robert Heinlein** (though some attribute it to a collaborative effort or lesser-known pseudonym).,No,"['is_true-Ministral-3-8B-Instruct-2512', 'label_prob-Ministral-3-8B-Instruct-2512']"
Who was the author of 'The Overloaded Ark'?,"['gerald malcolm durrell', 'gerald m durrell', 'gerald m. durrell', 'gerald durrell', 'gerry durrell']",Robert M. May,No,['verbalized-GLM-4.6V-Flash']
Who was the author of 'The Overloaded Ark'?,"['gerald m. durrell', 'gerry durrell', 'gerald malcolm durrell', 'gerald m durrell', 'gerald durrell']",No author,No,"['is_true-Qwen3.5-4B', 'label_prob-Qwen3.5-4B']"
Who was the author of 'The Overloaded Ark'?,"['gerald durrell', 'gerry durrell', 'gerald m durrell', 'gerald m. durrell', 'gerald malcolm durrell']",Ursula K. Le Guin,No,['verbalized-Ministral-3-8B-Instruct-2512']
Who was the author of 'The Overloaded Ark'?,"['gerry durrell', 'gerald m durrell', 'gerald m. durrell', 'gerald malcolm durrell', 'gerald durrell']",John H. Walton,No,"['is_true-Qwen3.5-9B', 'label_prob-Qwen3.5-9B']"
Who was the author of 'The Overloaded Ark'?,"['gerry durrell', 'gerald m. durrell', 'gerald malcolm durrell', 'gerald durrell', 'gerald m durrell']",John Green,No,['verbalized-Qwen3.5-4B']
